ParkID,Park,Score,Facility Type,Facility Name,Address,State,Zipcode,Square Feet,Perimeter Length(ft),Acres,Longitude,Latitude
125,Hamilton Recreation Center,0.46799999999999997,Restroom,GGP6 Chain of Lakes Bathroom,Stanyan & Great Hwy,CA,94117,855.38,118.29,0.02,-122.50180553,37.76797053
132,Moscone Recreation Center,0.89,Restroom,GGP5 Hellman Hollow Restrooms (frmrly Speedway M,Stanyan & Great Hwy,CA,94117,"1,003.96",126.83,0.02,-122.4846926,37.76952984
81,Buena Vista Park,0.955,Basketball Court,Mission Dolores Basketball Courts,19th & Dolores St,CA,94110,"6,114.34",324.17,0.14,-122.42739885,37.76103393
195,Peixotto Playground,0.983,Clubhouse,McCoppin Square Clubhouse,24th & Taraval,CA,94116,"1,220.97",186.16,0.03,-122.48075768,37.743533
8,Douglass Playground,0.7170000000000001,Ball Field,Crocker Amazon - ball fields,Moscow & Italy Streets,CA,94112,"515,443.48","5,506.27",11.83,-122.43050192,37.71451183
172,Richmond Recreation Center,1.0,Fieldhouse,GGP1 Kezar Fieldhouse S,755 Stanyan,CA,94117,"2,260.34",232.59,0.05,-122.45598582,37.76620435
156,10th Avenue-Clement Mini Park,0.8540000000000001,Clubhouse,Boeddeker Park Clubhouse,295 Eddy St,CA,94102,"3,737.62",341.73,0.09,-122.41181591,37.78431772
96,Fulton Playground,0.902,Basketball Court,Friend Basketball Courts,270 6th St,CA,94103,"6,206.84",325.53,0.14,-122.40664464,37.77871683
201,Prentiss Mini Park,0.875,Clubhouse,Peixotto Clubhouse,15th St & Roosevelt,CA,94114,"2,206.76",197.19,0.05,-122.43763555,37.7656256
31,St. Mary's Recreation Center,0.8809999999999999,Ball Field,Raymond Kimbell ball fields,Steiner & O'Farrell Street,CA,94115,"104,365.61","1,535.72",2.40,-122.43509741,37.78270623
33,Bernal Heights Recreation Center,0.75,Ball Field,South Sunset Ball Fields,40th Ave & Vicente St,CA,94116,"97,238.46","1,772.81",2.23,-122.49845826,37.73710357
22,Upper Noe Recreation Center,0.667,Ball Field,Laurel Ball Fields,Euclid & Collins Streets,CA,94118,"24,075.72",622.99,0.55,-122.45087374,37.78391437
149,Telegraph Hill/Pioneer Park,0.945,Restroom,States Street Restrooms,States St,CA,94114,298.62,80.85,0.01,-122.43856985,37.76376486
147,Washington Square,0.9390000000000001,Restroom,Portsmouth Square Bathrooms,Washington & Walter Lum Pl,CA,94111,858.30,133.31,0.02,-122.40560121,37.79460147
204,Broadway Tunnel East Mini Park,0.45,Clubhouse,Portsmouth Square Clubhouse,Washington & Kearny St,CA,94111,"2,363.62",209.84,0.05,-122.40527879999999,37.79502267
152,Chestnut-Kearny Open Space,1.0,Restroom,Marina Green Bathrooms West,Marina Blvd,CA,94123,"1,089.90",172.86,0.03,-122.44826807,37.80575328
150,Joe DiMaggio North Beach Playground,0.99,Restroom,Washington Square Bathrooms,Filbert & Stockton & Columbus,CA,94133,287.28,83.94,0.01,-122.41063078,37.80105784
18,Brooks Park,0.912,Ball Field,Rolph ball fields,Potrero & Cesar Chavez Street,CA,94110,"84,562.76","1,302.17",1.94,-122.40613959999999,37.74951809
196,Head-Brotherhood Mini Park,0.9390000000000001,Maintenance Facility,Michelangelo Gardeners Shed,Greenwich & Jones,CA,94133,249.74,68.37,0.01,-122.41678045,37.80126925
13,Junipero Serra Playground,0.975,Ball Field,Glen ball fields,Diamond & Farnum Street,CA,94131,"124,520.49","1,891.68",2.86,-122.44059154,37.73600816
187,Parque Ninos Unidos,0.867,Clubhouse,Louis Sutter Clubhouse,Wayland & Yale St,CA,94134,"2,487.21",176.85,0.06,-122.41437425,37.72238701
51,24th Street-York Mini Park,0.875,Basketball Court,Larsen Basketball Courts,19th Ave & Vicente,CA,94116,"6,939.12",352.45,0.16,-122.47610361,37.73980229
60,Jose Coronado Playground,0.746,Basketball Court,GGP1 Panhandle Basketball Courts,Stanyan & Great Hwy,CA,94117,"4,645.55",279.47,0.11,-122.44838047,37.77230438
95,Cabrillo Playground,0.963,Basketball Court,Silver Terrace Basketball Courts,Thornton & Bayshore,CA,94124,"6,430.66",324.46,0.15,-122.40237246,37.73280967
107,Laurel Hill Playground,0.9129999999999999,Restroom,Alamo: Restrooms,Hayes & Steiner,CA,94117,479.59,96.29,0.01,-122.43430821,37.776068
102,Mountain Lake Park,0.8109999999999999,Basketball Court,Upper Noe Basketball Courts,Day & Sanchez St,CA,94131,"5,471.94",304.93,0.13,-122.42795075,37.74226468
166,Julius Kahn Playground,0.9390000000000001,Clubhouse,Gilman Clubhouse,Gilman Ave & Griffith,CA,94124,"3,479.97",236.52,0.08,-122.38832992,37.71682579
108,Bush-Broderick Mini Park,0.514,Restroom,Alta: Restrooms,Jackson & Steiner,CA,94115,213.12,60.73,0.00,-122.43815497,37.7912412
124,Raymond Kimbell Playground,0.593,Restroom,GGP2 Big Rec Bathroom,Stanyan & Great Hwy,CA,94117,"1,854.90",185.78,0.04,-122.46536323,37.76853068
17,Merced Heights Playground,0.8240000000000001,Ball Field,Jackson ball fields,17th & Arkansas Street,CA,94107,"147,298.32","1,631.63",3.38,-122.39966866,37.7644047
10,Lake Merced Park,0.809,Ball Field,Eureka Valley Ball Fields,100 Collingwood,CA,94114,"32,412.15",705.06,0.74,-122.4366393,37.7595074
129,Alta Plaza,0.956,Restroom,GGP5 Polo Field Bathroom,Stanyan & Great Hwy,CA,94117,"2,269.85",199.66,0.05,-122.49278049,37.76678507
151,Alice Marble Tennis Courts,1.0,Restroom,Marina Green Bathrooms East,Marina Blvd,CA,94123,494.31,93.51,0.01,-122.43453075,37.80646143
9,Rolph Nicol Playground,0.93,Dog Play Area,Douglass dog play area,26th & Douglass Street,CA,94114,"70,655.34","1,153.02",1.62,-122.43889466,37.74674101
68,West Portal Playground,0.927,Basketball Court,James Rolph Jr Basketball Courts,Potrero & Cesar Chavez St,CA,94110,"7,643.30",509.15,0.18,-122.40654275,37.75007779
70,Miraloma Playground,0.685,Basketball Court,Julius Kahn Basketball Courts,West Pacific Ave & Spruce St,CA,94118,"5,049.66",295.52,0.12,-122.45432447,37.791217200000006
72,Noe Valley Courts,0.851,Basketball Court,Kelloch Velasco Basketball Courts,Kelloch & Velasco St,CA,94134,"8,317.78",532.85,0.19,-122.41281406,37.70844554
141,Portsmouth Square,0.8859999999999999,Restroom,Lower Great Hwy Wawona Bathrooms,Great Hwy & Noriega,CA,94122,"3,391.89","1,046.45",0.08,-122.50634897,37.73640946
89,Golden Gate Heights Park,0.8390000000000001,Basketball Court,Palega Basketball Courts,500 Felton,CA,94134,"7,360.71",362.13,0.17,-122.41004368,37.72889564
165,Hunters Point Recreation Center,0.81,Clubhouse,Fulton Clubhouse,27th Ave & Fulton St,CA,94121,"1,324.90",192.82,0.03,-122.48689338,37.77354959
45,Youngblood Coleman Playground,0.667,Basketball Court,Argonne: Basketball,18th Ave  &  Geary Blvd,CA,94121,"4,209.02",268.01,0.10,-122.47793647,37.77928896
61,Mission Playground,0.943,Basketball Court,Grattan Basketball Courts,1180 Stanyan St,CA,94117,"7,371.66",350.31,0.17,-122.45151797,37.76245816
119,Margaret S. Hayward Playground,0.9079999999999999,Restroom,GGP3 Arboretum South Restrooms,Stanyan & Great Hwy,CA,94117,330.08,78.29,0.01,-122.46834526,37.76680021
7,George Christopher Playground,0.879,Ball Field,Larsen Ball Fields,19th Avenue & Vicente,CA,94116,"20,560.18",567.36,0.47,-122.47602952,37.74084587
94,Golden Gate Park,0.847,Basketball Court,Selby/Palou Basketball Courts,Palou & Selby,CA,94124,552.11,94.49,0.01,-122.40020504,37.73900113
30,Palega Recreation Center,0.593,Ball Field,Potrero Hill ball fields,801 Arkansas Street,CA,94107,"140,706.05","1,431.24",3.23,-122.39699911,37.75553944
104,Grattan Playground,0.684,Basketball Court,West Sunset Basketball Courts,3223 Ortega St & 39th Ave,CA,94116,"7,821.63",370.90,0.18,-122.49777649,37.75025416
42,Little Hollywood Park,0.898,Basketball Court,Chalmers: Basketball,670 Brunswick & Lowell Roemer,CA,94112,"8,546.61",381.78,0.20,-122.44714807,37.70979694
1,Glen Park,0.99,Ball Field,Chalmers: Ball Fields,670 Brunswick & Lowell Roemer,CA,94112,"43,710.02",856.15,1.00,-122.44643687,37.70989615
34,Coleridge Mini Park,0.941,Ball Field,St Mary's Ball Fields,Murray & Justin Dr,CA,94112,"84,078.55","1,213.73",1.93,-122.42088341,37.7344511
52,Potrero Hill Recreation Center,0.93,Basketball Court,Cayuga Basketball Courts,Cayuga & Naglee St,CA,94112,"7,743.78",358.06,0.18,-122.45013946,37.71405211
23,Juri Commons,0.872,Ball Field,James Lang Ball Fields,1016 Laguna,CA,94102,"98,547.66","1,395.62",2.26,-122.42465985,37.78097316
94,Golden Gate Park,0.545,Basketball Court,Selby/Palou Basketball Courts,Palou & Selby,CA,94124,552.11,94.49,0.01,-122.40020504,37.73900113
122,Jefferson Square,0.848,Restroom,GGP4 Mothers Meadow Bathroom,M.L. King Dr/19th Ave,CA,94117,"1,381.34",154.49,0.03,-122.47668133,37.76637364
164,Crocker Amazon Playground,0.835,Clubhouse,Excelsior Clubhouse,Russia Ave & Madrid,CA,94112,"2,747.37",278.84,0.06,-122.43361483,37.72024888
159,Cayuga-Lamartine Mini Park,0.531,Clubhouse,Willie Woo Woo Wong Clubhouse,850 Sacramento St,CA,94108,"3,403.84",243.06,0.08,-122.40690115,37.79359973
144,Washington-Hyde Mini Park,0.925,Restroom,Mountain Lake Restrooms,12th Ave & Lake St,CA,94118,907.68,158.00,0.02,-122.47175615,37.78697309
44,Gilman Playground,0.764,Basketball Court,Rossi Basketball Courts,Arguello & Anza,CA,94118,"5,991.51",319.90,0.14,-122.45738243,37.779225200000006
82,Pine Lake Park,0.64,Basketball Court,Mission PG Basketball Court,19th & Linda,CA,94110,"5,620.73",309.76,0.13,-122.42257415,37.75924429
93,Sunset Playground,0.97,Basketball Court,Rochambeau Basketball Courts,24th Ave & Lake,CA,94121,"11,519.33",640.90,0.26,-122.48460259999999,37.78477532
84,Parkside Square,0.48700000000000004,Basketball Court,Noe Valley Courts Basketball Courts,24th & Douglass St,CA,94114,"4,366.99",273.78,0.10,-122.43903453,37.75155961
86,Carl Larsen Park,0.256,Basketball Court,Ocean View Basketball Courts,Capitol & Montana St,CA,94112,"5,572.02",311.98,0.13,-122.45670775,37.71633478
158,Joost-Baden Mini Park,0.9470000000000001,Clubhouse,Cayuga Clubhouse,Cayuga & Naglee St,CA,94112,"3,211.76",233.43,0.07,-122.44979162,37.71423603
94,Golden Gate Park,0.325,Basketball Court,Selby/Palou Basketball Courts,Palou & Selby,CA,94124,552.11,94.49,0.01,-122.40020504,37.73900113
94,Golden Gate Park,0.489,Basketball Court,Selby/Palou Basketball Courts,Palou & Selby,CA,94124,552.11,94.49,0.01,-122.40020504,37.73900113
56,South Park,0.9229999999999999,Basketball Court,Duboce Park Basketball Courts,Duboce & Scott St,CA,94117,"4,241.34",277.38,0.10,-122.4342058,37.76943315
192,Turk-Hyde Mini Park,0.929,Activity Center,Lincoln Park Golf Course Clubhouse,34th Ave & Clement,CA,94121,"8,288.49",571.18,0.19,-122.49430875,37.78226619
54,Jackson Playground,0.92,Basketball Court,Jose Coronado Basketball Courts,21st & Folsom,CA,94110,"6,941.85",354.07,0.16,-122.41525922,37.75750603
39,Silver Terrace Playground,0.595,Ball Field,West Sunset Ball Fields,3223 Ortega St & 39th Ave,CA,94116,"222,407.85","3,633.31",5.11,-122.49865249999999,37.74905447
188,Palou-Phelps Park,0.75,Clubhouse,Julius Kahn Clubhouse,West Pacific Ave & Spruce St,CA,94118,"1,443.45",163.63,0.03,-122.45373436,37.79124744
157,Selby-Palou Mini Park,0.83,Clubhouse,Cabrillo Clubhouse,38th Ave  &  Cabrillo,CA,94121,"1,379.55",194.21,0.03,-122.49845418,37.77309962
38,Bay View Playground,0.857,Ball Field,Visitacion Valley Ball Fields,Cora & Leland St,CA,94134,"53,257.90",886.44,1.22,-122.40908358,37.71227452
80,Corona Heights,0.976,Basketball Court,Miraloma Basketball Courts,Omar & Sequoia Way,CA,94127,"6,480.24",333.89,0.15,-122.44913152,37.73905066
200,States Street Playground,1.0,Clubhouse,Parque Ninos Unidos Clubhouse,23rd & Treat St,CA,94110,"2,043.34",288.86,0.05,-122.41389356,37.75431392
32,Holly Park,0.8109999999999999,Ball Field,Silver Terrace Ball Fields,Thornton & Bayshore,CA,94124,"144,641.95","2,286.76",3.32,-122.40329777,37.73298657
94,Golden Gate Park,0.485,Basketball Court,Selby/Palou Basketball Courts,Palou & Selby,CA,94124,552.11,94.49,0.01,-122.40020504,37.73900113
94,Golden Gate Park,0.488,Basketball Court,Selby/Palou Basketball Courts,Palou & Selby,CA,94124,552.11,94.49,0.01,-122.40020504,37.73900113
182,Fillmore-Turk Mini Park,0.909,Clubhouse,J. P. Murphy Clubhouse,1960 9th Ave,CA,94116,"2,599.03",236.38,0.06,-122.46524302,37.75156572
134,Father Alfred E. Boeddeker Park,0.9179999999999999,Restroom,Holly Park Bathrooms,Holly Park Cir,CA,94110,446.50,92.09,0.01,-122.42057329,37.73711761
75,Eureka Valley Recreation Center,1.0,Basketball Court,Little Hollywood Basketball Courts,Lathrop & Tocoloma,CA,94134,"3,785.60",257.53,0.09,-122.39780481,37.71007449
73,Seward Mini Park,1.0,Basketball Court,Koshland Park Basketball Courts,Page & Buchanan,CA,94102,"1,589.22",151.94,0.04,-122.42699192,37.77327797
94,Golden Gate Park,0.8490000000000001,Basketball Court,Selby/Palou Basketball Courts,Palou & Selby,CA,94124,552.11,94.49,0.01,-122.40020504,37.73900113
94,Golden Gate Park,0.7170000000000001,Basketball Court,Selby/Palou Basketball Courts,Palou & Selby,CA,94124,552.11,94.49,0.01,-122.40020504,37.73900113
94,Golden Gate Park,0.341,Basketball Court,Selby/Palou Basketball Courts,Palou & Selby,CA,94124,552.11,94.49,0.01,-122.40020504,37.73900113
94,Golden Gate Park,0.674,Basketball Court,Selby/Palou Basketball Courts,Palou & Selby,CA,94124,552.11,94.49,0.01,-122.40020504,37.73900113
94,Golden Gate Park,0.377,Basketball Court,Selby/Palou Basketball Courts,Palou & Selby,CA,94124,552.11,94.49,0.01,-122.40020504,37.73900113
94,Golden Gate Park,0.33299999999999996,Basketball Court,Selby/Palou Basketball Courts,Palou & Selby,CA,94124,552.11,94.49,0.01,-122.40020504,37.73900113
94,Golden Gate Park,0.61,Basketball Court,Selby/Palou Basketball Courts,Palou & Selby,CA,94124,552.11,94.49,0.01,-122.40020504,37.73900113
140,Betty Ann Ong Chinese Recreation Center,0.83,Restroom,Lower Great Highway Taraval Restrooms,Great Hwy & Taraval,CA,94122,"5,215.72",489.54,0.12,-122.50704685,37.7413345
105,Angelo J. Rossi Playground,0.902,Basketball Court,YoungbloodColeman Basketball Courts,Mendell & Galvez,CA,94124,"10,461.24",450.06,0.24,-122.38380193,37.73816799
114,Page-Laguna Mini Park,0.75,Maintenance Facility,Huntington Park Maint Bldgs,California & Taylor,CA,94108,299.71,64.77,0.01,-122.41227409999999,37.7920544
145,Ina Coolbrith Mini Park,0.758,Restroom,Noe Valley Courts Bathrooms,24th & Douglass St,CA,94114,391.33,98.01,0.01,-122.43921804,37.75148479
10,Lake Merced Park,0.8540000000000001,Ball Field,Eureka Valley Ball Fields,100 Collingwood,CA,94114,"32,412.15",705.06,0.74,-122.4366393,37.7595074
18,Brooks Park,0.88,Ball Field,Rolph ball fields,Potrero & Cesar Chavez Street,CA,94110,"84,562.76","1,302.17",1.94,-122.40613959999999,37.74951809
160,Brotherhood-Chester Mini Park,0.5,Clubhouse,Jose Coronado Clubhouse,21st & Folsom,CA,94110,"1,719.76",169.15,0.04,-122.41506007,37.75773343
155,Muriel Leff Mini Park,0.9690000000000001,Clubhouse,Argonne: Clubhouse,18th Ave  &  Geary Blvd,CA,94121,"1,629.31",213.18,0.04,-122.47766682,37.77958789
146,Hyde-Vallejo Mini Park,0.927,Restroom,Parkside Square Bathrooms,28th Ave & Vicente,CA,94116,402.59,84.46,0.01,-122.48370969,37.73833246
85,South Sunset Playground,0.917,Basketball Court,Joe Dimaggio Basketball Courts,651 Lombard St,CA,94133,"8,238.45",368.90,0.19,-122.41205791,37.8024484
4,Walter Haas Playground,0.847,Ball Field,Balboa ball fields,Ocean & San Jose,CA,94112,"223,812.90","5,432.16",5.14,-122.44532438,37.72402602
66,Balboa Park,0.7759999999999999,Basketball Court,J. P. Murphy Basketball Courts,1960 9th Ave,CA,94116,"5,492.96",305.77,0.13,-122.46492925,37.75169429
66,Balboa Park,0.44299999999999995,Basketball Court,J. P. Murphy Basketball Courts,1960 9th Ave,CA,94116,"5,492.96",305.77,0.13,-122.46492925,37.75169429
15,Cayuga Playground,0.904,Ball Field,Holly ball fields,Holly Park Circle,CA,94110,"41,701.51",811.86,0.96,-122.41988213,37.73755457
29,Excelsior Playground,0.9129999999999999,Ball Field,Palega ball fields,500 Felton,CA,94134,"84,054.70","1,281.83",1.93,-122.40925318,37.72949294
99,Rochambeau Playground,0.958,Basketball Court,States Street Basketball Courts,States St,CA,94114,"7,840.90",361.90,0.18,-122.43813886,37.76370219
109,Presidio Heights Playground,0.853,Restroom,Balboa Park East Bathrooms,Ocean & San Jose,CA,94112,"1,008.10",127.06,0.02,-122.44423221,37.72518276
26,Kelloch Velasco Mini Park,0.816,Ball Field,Moscone ball fields,1800 Chestnut Street,CA,94123,"209,906.12","2,000.32",4.82,-122.43287515,37.80222739
98,DuPont Courts,0.8640000000000001,Basketball Court,St Mary's Basketball Courts,Murray & Justin Dr,CA,94112,"7,571.20",375.26,0.17,-122.42106171,37.73337066
94,Golden Gate Park,0.983,Basketball Court,Selby/Palou Basketball Courts,Palou & Selby,CA,94124,552.11,94.49,0.01,-122.40020504,37.73900113
126,Japantown Peace Plaza,0.958,Restroom,GGP1 Conservatory Bathroom,Stanyan & Great Hwy,CA,94117,"1,292.93",145.49,0.03,-122.46077534,37.77259623
125,Hamilton Recreation Center,0.521,Restroom,GGP6 Chain of Lakes Bathroom,Stanyan & Great Hwy,CA,94117,855.38,118.29,0.02,-122.50180553,37.76797053
27,Visitacion Valley Playground,0.9490000000000001,Ball Field,Ocean View Ball Fields,Capitol & Montana Street,CA,94112,"135,493.23","2,241.10",3.11,-122.45760265,37.71549811
195,Peixotto Playground,0.8640000000000001,Clubhouse,McCoppin Square Clubhouse,24th & Taraval,CA,94116,"1,220.97",186.16,0.03,-122.48075768,37.743533
28,John McLaren Park,0.787,Ball Field,Parkside ball fields,28th Ave & Vicente,CA,94116,"104,340.63","1,513.14",2.40,-122.48430123,37.73838541
139,Willie Woo Woo Wong Playground,0.8809999999999999,Restroom,Lower Great Highway Judah Restrooms,Great Hwy & Noriega,CA,94122,"1,844.32",190.93,0.04,-122.50955359999999,37.76024004
127,Cottage Row Mini Park,0.8059999999999999,Restroom,GGP2 Japanese Tea Garden Women's Bathrm,Stanyan & Great Hwy,CA,94117,390.48,116.42,0.01,-122.46944064,37.7704745
28,John McLaren Park,0.6829999999999999,Ball Field,Parkside ball fields,28th Ave & Vicente,CA,94116,"104,340.63","1,513.14",2.40,-122.48430123,37.73838541
28,John McLaren Park,0.778,Ball Field,Parkside ball fields,28th Ave & Vicente,CA,94116,"104,340.63","1,513.14",2.40,-122.48430123,37.73838541
28,John McLaren Park,0.617,Ball Field,Parkside ball fields,28th Ave & Vicente,CA,94116,"104,340.63","1,513.14",2.40,-122.48430123,37.73838541
197,Topaz Open Space,0.727,Clubhouse,Midtown Terrace Clubhouse,Clarendon & Olympia Way,CA,94131,"2,250.32",210.46,0.05,-122.45586793,37.7515958
6,Everson-Digby Lots,1.0,Ball Field,Draves ball fields,Folsom & Sherman Street,CA,94103,"11,064.11",406.20,0.25,-122.40552813,37.77649004
199,Coso-Precita Mini Park,0.733,Maintenance Facility,Mission Dolores Park Maintenance Building,19th & Dolores St,CA,94110,"1,172.48",140.29,0.03,-122.42685893,37.75962315
24,Garfield Square,0.863,Ball Field,McCoppin Ball Fields,24th & Taraval,CA,94116,"77,985.77","1,152.14",1.79,-122.47987668,37.74401981
50,James Rolph Jr. Playground,0.77,Basketball Court,Cabrillo Basketball Courts,38th Ave  &  Cabrillo,CA,94121,"7,295.76",488.95,0.17,-122.49870696,37.77278236
50,James Rolph Jr. Playground,0.777,Basketball Court,Cabrillo Basketball Courts,38th Ave  &  Cabrillo,CA,94121,"7,295.76",488.95,0.17,-122.49870696,37.77278236
47,Hilltop Park,0.319,Basketball Court,Victoria Manalo DravesBsktball Crts,Folsom & Sherman St,CA,94103,"7,339.79",361.09,0.17,-122.40660765,37.77738554
46,Adam Rogers Park,0.8859999999999999,Basketball Court,Bernal Hts RC  Basketball Courts,500 Moultrie St,CA,94110,"3,530.33",244.47,0.08,-122.41633421,37.73824803
181,Diamond-Farnum Open Space,1.0,Clubhouse,Helen Wills Clubhouse,Broadway & Larkin St,CA,94109,"2,949.76",264.36,0.07,-122.42060908,37.79567518
63,Mission Dolores Park,0.8740000000000001,Basketball Court,Head/Brotherhood Basketball Courts,Head St & Brotherhood Way,CA,94112,"5,011.46",296.28,0.12,-122.46417493,37.7126251
94,Golden Gate Park,0.79,Basketball Court,Selby/Palou Basketball Courts,Palou & Selby,CA,94124,552.11,94.49,0.01,-122.40020504,37.73900113
184,Fay Park,1.0,Clubhouse,James Rolph Jr Clubhouse,Potrero & Cesar Chavez St,CA,94110,"2,967.47",239.33,0.07,-122.40667240000002,37.74997723
94,Golden Gate Park,0.846,Basketball Court,Selby/Palou Basketball Courts,Palou & Selby,CA,94124,552.11,94.49,0.01,-122.40020504,37.73900113
94,Golden Gate Park,0.5479999999999999,Basketball Court,Selby/Palou Basketball Courts,Palou & Selby,CA,94124,552.11,94.49,0.01,-122.40020504,37.73900113
100,Richmond Playground,0.767,Basketball Court,Sunnyside Basketball Courts,Terisita Ave & Melrose,CA,94127,"5,666.13",304.65,0.13,-122.44688777,37.73295943
53,McKinley Square,0.87,Basketball Court,Basketball Courts,Washington & Mason St,CA,94108,"4,599.32",285.19,0.11,-122.41204267,37.79411551
