,Unnamed: 0,id,name,rating,address,city,lat,long,zip code
319,319,teaspoon-palo-alto-7,Teaspoon,4.5,2675 Middlefield Rd,Palo Alto,37.434085,-122.129446,94303
320,320,teaspoon-milpitas,Teaspoon,4.0,201 W Calaveras Blvd,Milpitas,37.42868,-121.91132,95035
321,321,teasociety-milpitas,Teasociety,3.5,55 N Milpitas Blvd,Milpitas,37.4341782,-121.9007438,95035
322,322,t4-milpitas,T4,3.5,540 Barber Ln,Milpitas,37.4207404131486,-121.91664888892099,95035
323,323,bcute-tea-drinks-and-finger-foods-milpitas-2,BCUTE tea drinks and finger foods,4.0,200 Serra Way,Milpitas,37.426490149909895,-121.909996320473,95035
324,324,poke-xpress-milpitas,Poke Xpress,4.5,1236 S Abel St,Milpitas,37.4128099773883,-121.90297756344101,95035-8004
325,325,happy-lemon-milpitas-6,Happy Lemon,4.0,279 W Calaveras Blvd,Milpitas,37.4274706596526,-121.91078242325001,95035
326,326,yummi-tea-cafe-san-jose-3,Yummi Tea Cafe,4.0,2191 Morrill Ave,San Jose,37.414925,-121.875899,95132
327,327,sno-crave-tea-house-milpitas,Sno-Crave Tea House,3.5,1777 N Milpitas Blvd,Milpitas,37.45580770075321,-121.911192834377,95035
328,328,sancha-bar-milpitas,Sancha Bar,3.5,279 Jacklin Rd,Milpitas,37.4464966,-121.90401609999998,95035
329,329,chick-and-tea-milpitas-4,Chick & Tea,3.5,1723 N Milpitas Blvd,Milpitas,37.4551887512207,-121.911521911621,95035
330,330,t4-san-jose,T4,3.5,1671 N Capitol Ave,San Jose,37.3973731994629,-121.87368774414101,95131
331,331,queens-cafe-milpitas,Queen's Cafe,3.5,372 Barber Ln,Milpitas,37.4224649523506,-121.91667347853998,95035
332,332,the-pennywort-san-jose-5,The Pennywort,4.0,2056 N Capitol Ave,San Jose,37.40685,-121.88672,95132
333,333,bambu-san-jose-9,BAMBU,4.0,1688 Hostetter Rd,San Jose,37.38620887762679,-121.884416049074,95131
334,334,black-pearl-san-jose-2,Black Pearl,3.0,1055 E Brokaw Rd,San Jose,37.3843159241917,-121.89744169577,95131
335,335,happiness-cafe-san-jose,Happiness Cafe,4.5,1688 Hostetter Rd,San Jose,37.3863881481701,-121.88480323809799,95131
336,336,85-c-bakery-cafe-milpitas-2,85°C Bakery Cafe,3.5,672 Barber Ln,Milpitas,37.419465,-121.915568,95035
337,337,simpletea-milpitas,Simpletea,3.5,1535 Landess Ave,Milpitas,37.416848,-121.8768983,95035
338,338,bambu-milpitas-7,BAMBU,3.5,89 S Park Victoria Dr,Milpitas,37.433926,-121.884259,95035
339,339,fantasia-coffee-and-tea-santa-clara,Fantasia Coffee & Tea,3.0,3969 Rivermark Plz,Santa Clara,37.3953035880334,-121.946540661156,95054
340,340,shihlin-taiwan-street-snacks-milpitas,Shihlin Taiwan Street Snacks,4.0,522 Barber Ln,Milpitas,37.420773,-121.916405,95035
341,341,quickly-milpitas-2,Quickly,2.5,1350 S Park Victoria Dr,Milpitas,37.4178751788897,-121.87439297546301,95132
342,342,honeyberry-san-jose-9,Honeyberry,4.5,3655 N 1st St,San Jose,37.4093138578249,-121.945219193046,95134
343,343,aroma-coffee-and-snacks-milpitas,Aroma Coffee and Snacks,4.0,1535 Landess Ave,Milpitas,37.416845952699106,-121.87677405774599,95035
344,344,teatime-redwood-city,Teatime,4.0,1003 El Camino Real,Redwood City,37.48460420714571,-122.232427139501,94063
345,345,comebuy-drinks-redwood-city,Comebuy Drinks,4.0,2074 Broadway,Redwood City,37.4868,-122.22766,94063
346,346,teaspoon-redwood-city,Teaspoon,4.0,2361 Broadway St,Redwood City,37.4861601263273,-122.230740152299,94063
347,347,davidstea-palo-alto-2,DAVIDsTEA,4.5,318 University Ave,Palo Alto,37.4461057,-122.1610267,94301
348,348,pokélove-palo-alto,pokéLOVE,3.5,855 El Camino Real,Palo Alto,37.438632,-122.160532,94301
349,349,bare-bowls-palo-alto,Bare Bowls,4.0,530 Emerson St,Palo Alto,37.44413,-122.16237,94301
350,350,tea-time-palo-alto,Tea Time,3.5,542 Ramona St,Palo Alto,37.444610595703104,-122.16154479980499,94301
351,351,chantal-guillon-macarons-and-teas-palo-alto-2,Chantal Guillon Macarons & Teas,4.5,444 University Ave,Palo Alto,37.44752,-122.15965,94301-2019
352,352,happy-donuts-palo-alto,Happy Donuts,3.5,3916 El Camino Real,Palo Alto,37.41643,-122.13004,94306
353,353,quickly-sunnyvale-4,Quickly,3.5,415 N Mary Ave,Sunnyvale,37.390076192143,-122.042184743589,94085
354,354,fraiche-palo-alto-2,Fraiche,4.0,200 Hamilton Ave,Palo Alto,37.443875467424796,-122.161595821381,94301
355,355,quickly-redwood-city,Quickly,3.0,300 Walnut St,Redwood City,37.4917931901457,-122.22419253147699,94063
356,356,coupa-café-palo-alto-3,Coupa Café,3.5,538 Ramona St,Palo Alto,37.444682,-122.161533,94301
357,357,cream-palo-alto-3,CREAM,3.5,440 University Ave,Palo Alto,37.447555,-122.159804,94301-2019
358,358,ohana-express-redwood-city-2,Ohana Express,4.0,640 Woodside Rd,Redwood City,37.46868,-122.224,94061
359,359,yogurtland-palo-alto,Yogurtland,4.0,494 University Ave,Palo Alto,37.4480657,-122.159221,94301-2019
360,360,coupa-café-lytton-palo-alto,Coupa Café - Lytton,3.5,111 Lytton Ave,Palo Alto,37.4444718383711,-122.165222240072,94301
361,361,green-bakery-and-café-los-altos-11,Green Bakery & Café,3.5,692 Fremont Ave,Los Altos,37.36046729266551,-122.096757004484,94024
362,362,wild-berry-yogurt-menlo-park,Wild Berry Yogurt,3.5,325 Sharon Park Dr,Menlo Park,37.42398,-122.19693,94028
363,363,the-posh-bagel-los-altos,The Posh Bagel,3.5,310 Main St,Los Altos,37.3783798,-122.1170197,94022
364,364,paris-baguette-palo-alto,Paris Baguette,3.5,383 University Ave,Palo Alto,37.44719696044921,-122.160781860352,94301
365,365,taza-deli-and-cafe-redwood-city,Taza Deli & Cafe,5.0,1796 Broadway,Redwood City,37.4868656,-122.2234133,94063
366,366,rojoz-gourmet-wraps-palo-alto-2,Rojoz Gourmet Wraps,3.5,3906 Middlefield Rd,Palo Alto,37.41883,-122.1099,94043
367,367,froyola-redwood-city,Froyola,4.0,2206 Broadway St,Redwood City,37.4867482944358,-122.229360103705,94063
368,368,mr-green-bubble-sunnyvale,Mr. Green Bubble,5.0,1255 S Mary Ave,Sunnyvale,37.35338,-122.05071,94087-2248
369,369,coupa-cafe-green-library-stanford,Coupa Cafe - Green Library,3.5,571 Escondido Mall,Stanford,37.426249336151,-122.167067527771,94301
370,370,dohatsuten-palo-alto,Dohatsuten,3.5,799 San Antonio Rd,Palo Alto,37.4203109741211,-122.102348327637,94303
371,371,panda-express-mountain-view-2,Panda Express,2.0,1035 El Monte Ave,Mountain View,37.390983766688,-122.09529408877899,94040
372,372,nekter-juice-bar-mountain-view,Nekter Juice Bar,3.5,685 San Antonio Rd,Mountain View,37.4015599,-122.1132477,94040
373,373,green-leaf-asian-bistro-and-cafe-redwood-city-2,Green Leaf Asian Bistro & Cafe,4.0,865 Middlefield Rd,Redwood City,37.4857502210641,-122.228834925786,94063
374,374,koma-sushi-restaurant-menlo-park-3,Koma Sushi Restaurant,3.5,211 El Camino Real,Menlo Park,37.4483544,-122.1743768,94025
375,375,the-axe-and-palm-stanford,The Axe and Palm,2.5,Old Union Stanford University,Stanford,37.425371754743,-122.170543670654,94305-6015
376,376,cocohodo-sunnyvale-2,Cocohodo,4.0,1082 E El Camino Real,Sunnyvale,37.3517264451999,-122.002505609904,95051-4409
377,377,hotpot-first-sunnyvale,Hotpot First,3.5,1149 N Lawrence Expy,Sunnyvale,37.3973885,-121.99671940000002,94089-2701
378,378,bean-scene-sunnyvale,Bean Scene,3.5,186 S Murphy Ave,Sunnyvale,37.3761834,-122.0301825,94086
379,379,sharetea-santa-clara-7,Sharetea,3.5,2855 Stevens Creek Blvd,Santa Clara,37.32551,-121.94462,95050
380,380,jazen-tea-santa-clara-santa-clara,Jazen Tea Santa Clara,2.5,3484 El Camino Real,Santa Clara,37.351586391268796,-121.99270148474,95051
381,381,honeyberry-santa-clara,Honeyberry,3.5,3488 El Camino Real,Santa Clara,37.35156814963771,-121.99284472945801,95051
382,382,world-wrapps-2-0-santa-clara,World Wrapps 2.0,4.5,3125 Mission College Blvd,Santa Clara,37.38919,-121.98339,94054
383,383,youji-fresh-rolls-wine-and-tea-santa-clara,Youji Fresh Rolls Wine & Tea,2.5,2855 Stevens Creek Blvd,Santa Clara,37.326036489104,-121.94416520898399,95050
384,384,frozos-frozen-yogurt-santa-clara,Frozo's Frozen Yogurt,3.5,1000 Lafayette St,Santa Clara,37.3503848,-121.9437883,95050-9998
385,385,cool-tea-bar-south-san-francisco-4,Cool Tea Bar,3.5,630 El Camino Real,South San Francisco,37.649255149959394,-122.429556883872,94080
386,386,tiger-tea-and-juice-burlingame-3,Tiger Tea & Juice,4.5,1803 El Camino Real,Burlingame,37.59411400000001,-122.384605,94030
387,387,aqua-club-dessert-and-beverage-san-bruno,Aqua Club Dessert & Beverage,4.5,440 San Mateo Ave,San Bruno,37.622566,-122.410942,94066
388,388,bobabia-san-mateo,Bobabia,4.0,271 - 273 Baldwin Ave,San Mateo,37.56719879999999,-122.32539640000002,94401
389,389,happy-lemon-burlingame-4,Happy Lemon,4.0,1419 Burlingame Ave,Burlingame,37.5773026,-122.3486125,94101
390,390,eggettes-south-san-francisco,Eggettes,4.0,639 El Camino Real,South San Francisco,37.64922650000001,-122.4302143,94080
391,391,tpumps-burlingame,Tpumps,4.0,1118 Burlingame Ave,Burlingame,37.5794379623736,-122.34590301238998,94101
392,392,teaspoon-san-mateo,Teaspoon,4.0,128 E 3rd Ave,San Mateo,37.564318,-122.3238431,94401
393,393,cha-express-san-mateo,Cha Express,4.0,212 E 3rd Ave,San Mateo,37.5649713,-122.3228903,94401
394,394,search-tea-millbrae-5,Search Tea,4.0,105 Park Blvd,Millbrae,37.61218,-122.404,94066-3604
395,395,tea-world-pacifica,Tea World,4.0,90 Eureka Sq,Pacifica,37.6337492,-122.4887216,94044
396,396,t4-millbrae-10,T4,3.5,315 Broadway,Millbrae,37.601183,-122.392173,94030
397,397,i-tea-burlingame-2,i-Tea,5.0,346 Lorton Ave,Burlingame,37.5801206,-122.34688909999998,94101
398,398,boba-dude-half-moon-bay,Boba Dude,3.5,80 Cabrillo Hwy N,Half Moon Bay,37.4702203984019,-122.435569055378,94019
399,399,eggettes-millbrae-2,Eggettes,4.0,979 Broadway,Millbrae,37.6048409390981,-122.39727831293101,94030
400,400,gong-cha-san-mateo-2,Gong Cha,3.5,110 S B St,San Mateo,37.5667191,-122.3239517,94401
401,401,bambu-south-san-francisco,BAMBU,3.5,2223 Gellert Blvd,South San Francisco,37.649195,-122.4530236,94015
402,402,super-cue-cafe-san-mateo-2,Super Cue Cafe,3.5,2986 S Norfolk St,San Mateo,37.544473311782106,-122.28505220123002,94403
403,403,bambu-san-mateo-2,BAMBU,4.0,153 South B St,San Mateo,37.5665365,-122.3232678,94401
404,404,eggettes-san-mateo,Eggettes,4.0,47 S B St,San Mateo,37.56741,-122.32407,94401
405,405,chatime-san-mateo-2,Chatime,3.5,165 E 4th Ave,San Mateo,37.56413,-122.32294,94401
406,406,tpumps-foster-city,Tpumps,4.0,985 E Hillsdale Blvd,Foster City,37.5573531403401,-122.27474234038401,94404
407,407,creme-brewlee-san-mateo-2,Creme Brewlee,4.0,2948 S Norfolk St,San Mateo,37.5448989862154,-122.28502356257,94403
408,408,chatime-foster-city,Chatime,3.5,969A Edgewater Blvd,Foster City,37.544739,-122.271085,94404
409,409,quickly-san-mateo,Quickly,3.5,142 E 3rd Ave,San Mateo,37.564361572265604,-122.323524475098,94401
410,410,fresh-nation-desserts-san-mateo-2,Fresh Nation Desserts,3.0,30 E 3rd Ave,San Mateo,37.5633809,-122.3251999,94401
411,411,ya-ua-yogurt-and-boba-tea-belmont-2,Ya-Ua Yogurt & Boba Tea,4.0,1090 Alameda De Las Pulgas,Belmont,37.5102232,-122.2938208,94002
412,412,snacks-san-mateo-2,Snacks,4.5,31 N B St,San Mateo,37.5683428,-122.3254578,94401
413,413,dessert-republic-san-mateo,Dessert Republic,3.5,138 Main St,San Mateo,37.5669004,-122.3234145,94401
414,414,mints-and-honey-san-carlos,Mints & Honey,4.5,1524 El Camino Real,San Carlos,37.49613,-122.2477,94070
415,415,bambu-millbrae-2,BAMBU,4.5,203 El Camino Real,Millbrae,37.60037970000001,-122.3900105,94030
416,416,icicles-san-mateo,ICICLES,4.0,222 E 3rd Ave,San Mateo,37.5652199,-122.3225,94401
417,417,kingkat-bar-and-eatery-san-mateo-2,KingKat Bar & Eatery,4.5,33 W 25th Ave,San Mateo,37.54368,-122.30661,94403
418,418,quickly-burlingame-2,Quickly,3.5,1407 Burlingame Ave,Burlingame,37.57718759487671,-122.34879302025,94101
419,419,antoines-cookie-shop-san-mateo-3,Antoine's Cookie Shop,4.5,220 2nd Ave,San Mateo,37.56595479999999,-122.3233725,94401
420,420,quickly-foster-city-3,Quickly,3.0,969k Edgewater Blvd,Foster City,37.5447599,-122.27104,94404
421,421,moo-moo-yogurt-foster-city,Moo Moo Yogurt,4.0,969F Edgewater Blvd,Foster City,37.5441112400917,-122.270671007271,94404
422,422,clear-optometry-san-mateo,Clear Optometry,4.0,138 E 3rd Ave,San Mateo,37.5643,-122.32361000000002,94401
423,423,boiling-point-san-mateo,Boiling Point,3.0,111 E 4th Ave,San Mateo,37.56386,-122.32335,94401
424,424,cream-san-mateo,CREAM,4.0,134 S B St,San Mateo,37.5665108,-122.3237287,94401
425,425,poke-island-creasian-kitchen-san-mateo,Poke Island CreAsian Kitchen,4.0,43 S B St,San Mateo,37.5674055,-122.3242761,94401
426,426,waterfront-cafe-burlingame,Waterfront Cafe,5.0,500 Airport Blvd,Burlingame,37.590323,-122.34142,94101
427,427,never-too-latte-san-bruno-2,Never Too Latte,3.5,486 San Mateo Ave,San Bruno,37.6241,-122.41095,94066
428,428,jougert-bar-burlingame,Jougert Bar,4.5,1115 Burlingame Ave,Burlingame,37.5793126,-122.3457401,94010
429,429,mini-coffee-san-mateo-2,Mini Coffee,4.0,800 S B St,San Mateo,37.56167,-122.31891,94401
430,430,sweet-indulgence-millbrae-3,Sweet Indulgence,3.0,298 Broadway,Millbrae,37.60079010000001,-122.3914315,94030
431,431,ramen-dojo-san-mateo,Ramen Dojo,4.0,805 S B St,San Mateo,37.5621429,-122.3185051,94401
432,432,quickly-millbrae-4,Quickly,4.5,325 El Camino Real,Millbrae,37.60147,-122.39148,94030
433,433,bobo-drinks-fairfield-2,Bobo Drinks,3.5,1305 Gateway Blvd,Fairfield,38.264065585563294,-122.05026432432501,94533
434,434,t4-tea-for-u-fairfield,T4 Tea For U,3.0,2700 N Texas St,Fairfield,38.27671,-122.03353,94533
435,435,peace-love-and-boba-vacaville,Peace Love & Boba,4.0,3083 Alamo Dr,Vacaville,38.33538734674521,-121.95462986826901,95687
436,436,halo-halo-bar-and-boba-station-suisun-city,Halo Halo Bar & Boba Station,4.0,303 Lawler Ctr Dr,Suisun City,38.24225,-122.01803,94585
437,437,quickly-fairfield-3,Quickly,2.5,1350 Travis Blvd,Fairfield,38.2603729,-122.0546401,94533
438,438,tutti-frutti-fairfield-2,Tutti Frutti,4.0,3334 N Texas St,Fairfield,38.2890102925701,-122.03368663787799,94533
439,439,sharetea-concord-3,Sharetea,4.0,1850 Mount Diablo St,Concord,37.976159602403605,-122.033636346459,94520
440,440,i-tea-pittsburg,i-Tea,4.0,2121 Loveridge Rd,Pittsburg,38.0108707398176,-121.86888702213801,94565
441,441,quickly-vallejo-12,Quickly,3.5,145 Plaza Dr,Vallejo,38.1340827941895,-122.21915435791,94591
442,442,teazentea-brentwood-3,TeaZenTea,4.5,1135 2nd St,Brentwood,37.9369147127279,-121.698112115264,94513
443,443,quickly-vacaville,Quickly,2.5,1667 E Monte Vista Ave,Vacaville,38.3700576,-121.961772,95688
444,444,mandro-teahouse-davis,MandRo Teahouse,4.0,1260 Lake Blvd,Davis,38.5541889,-121.7869827,95616-5270
445,445,tapioca-express-vallejo,Tapioca Express,3.0,3720 Sonoma Blvd,Vallejo,38.125256896019,-122.255262583494,94590
446,446,okashi-fusion-vacaville,Okashi Fusion,4.5,1679 E Monte Vista Ave,Vacaville,38.3703303337097,-121.959481313825,95687
447,447,cafe-tapioca-hercules,Cafe Tapioca,4.0,1581 Sycamore Ave,Hercules,38.00996,-122.270604,94547
448,448,pho-saigon-no-1-vietnamese-restaurant-fairfield-2,Pho Saigon No 1 Vietnamese Restaurant,4.0,1972 N Texas St,Fairfield,38.26504,-122.03314,94533
449,449,ontap-davis,OnTap,4.0,825 Russell Blvd,Davis,38.54652539999999,-121.7607466,95616
450,450,t4-antioch-12,T4,4.0,4532 Lone Tree Way,Antioch,37.9659262678636,-121.780671279596,94531
451,451,bobaloca-concord-4,Bobaloca,3.5,1843 Willow Pass Rd,Concord,37.974990319878394,-122.038871629666,94520
452,452,teabo-café-davis,Teabo Café,3.5,2191 Cowell Blvd,Davis,38.5407655197016,-121.72471787406602,96516
453,453,lazi-cow-davis,Lazi Cow,3.5,407 G St,Davis,38.5465,-121.74006,95616
454,454,t4-san-pablo-3,T4,4.0,13350 San Pablo Ave,San Pablo,37.954766898894,-122.33416686114401,94806
455,455,t4-concord-concord,T4 - Concord,3.5,2151 Salvio St,Concord,37.9776375471723,-122.034577466548,94520
456,456,dragon-snow-el-sobrante,Dragon Snow,3.5,3550 San Pablo Dam Rd,El Sobrante,37.96301,-122.31987,94806
457,457,cj-fusion-fairfield,CJ Fusion,3.5,201 Travis Blvd,Fairfield,38.25803,-122.03509,94533
458,458,gong-cha-davis,Gong Cha,3.5,1411 W Covell Blvd,Davis,38.5620003834934,-121.765583911777,95616
459,459,suisun-seafood-center-suisun-city,Suisun Seafood Center,3.5,303 Lawler Center Dr,Suisun City,38.24225,-122.01803,94585
460,460,teaone-davis,TeaOne,3.5,213 E St,Davis,38.5436287,-121.7415001,95616
461,461,quickly-brentwood-brentwood,Quickly Brentwood,4.5,2415 Empire Ave,Brentwood,37.9603144,-121.7326581,94513
462,462,t4-davis-3,T4,4.0,132 E St,Davis,38.543060716395395,-121.740498058498,95616
463,463,bangkok-paradise-fairfield,Bangkok Paradise,4.0,3344 N Texas St,Fairfield,38.29174,-122.03293,94533
464,464,easel-davis-2,Easel,4.5,620 W Covell Blvd,Davis,38.5603285349925,-121.757062978432,95616
465,465,sharetea-davis-davis-2,Sharetea Davis,3.5,207 3rd St,Davis,38.5436861078294,-121.74678423313499,95616
466,466,the-old-teahouse-davis-3,The Old Teahouse,4.0,825 Russell Blvd,Davis,38.54652539999999,-121.7607466,95616
467,467,pho-lee-hoa-phat-fairfield,Pho Lee Hoa Phat,3.5,870 E Travis,Fairfield,38.25835782958921,-122.020811644487,94585
468,468,skyview-noodle-and-tea-pittsburg-3,Skyview Noodle & Tea,4.5,200 E 3rd St,Pittsburg,38.032940110361295,-121.882134117186,94565
469,469,noodle-house-fairfield-2,Noodle House,3.0,1305 Gateway Blvd,Fairfield,38.263944,-122.050281,94533
470,470,sisig-suisun-city-3,SISIG,3.0,303 Lawler Center Dr,Suisun City,38.24225,-122.01803,94585
471,471,rrags-caffe-benicia,Rrags Caffe,4.5,1383 E 2nd St,Benicia,38.0543339252472,-122.152609080076,94510
472,472,yumygurt-pinole,Yumygurt,4.0,2701 Pinole Valley Rd,Pinole,37.9952735900879,-122.285331726074,94564
473,473,vampire-penguin-brentwood-2,Vampire Penguin,3.0,2545 Sand Creek Rd,Brentwood,37.946219,-121.738762,94513-5058
474,474,going-green-martinez,Going Green,4.5,1160 Arnold Dr,Martinez,37.9934616,-122.1024094,94553
475,475,quickly-antioch-2,Quickly,3.5,212 E 18th St,Antioch,38.004497387479,-121.79992330404801,94509
476,476,pho-lee-hoa-phat-vacaville,Pho Lee Hoa Phat,3.5,88 Peabody Rd,Vacaville,38.3539886474609,-121.97824859619101,95687
477,477,ice-monster-walnut-creek,Ice Monster,4.0,2230 Oak Grove Rd,Walnut Creek,37.9297795146704,-122.016731053591,94598
478,478,t4-walnut-creek,T4,3.5,1815 Ygnacio Valley Rd,Walnut Creek,37.9174137,-122.0375497,95498
479,479,chalogy-tea-bar-walnut-creek-4,CHALOGY Tea Bar,3.5,1349 Locust St,Walnut Creek,37.8981,-122.06206,94596
480,480,mr-green-bubble-walnut-creek-2,Mr. Green Bubble,3.5,1539 Locust St,Walnut Creek,37.9000639934234,-122.062495370938,94596
481,481,cool-tea-bar-danville-4,Cool Tea Bar,4.0,251 Hartz Ave,Danville,37.822753843136795,-122.001181084905,94526
482,482,quickly-concord-5,Quickly,3.0,4115 Concord Blvd,Concord,37.97879750393,-121.99236011822799,94519
483,483,quickly-concord,Quickly,2.5,1657 Willow Pass Rd,Concord,37.9728660583496,-122.043716430664,94520
484,484,t4-and-poke-walnut-creek,T4 And Poke,3.5,1385C N Main St,Walnut Creek,37.89883,-122.06105,94596
485,485,i-tea-moraga-3,i-Tea,4.5,1460 Moraga Rd,Moraga,37.8353491,-122.1264706,94556
486,486,panache-caffe-lafayette,Panache Caffe,4.0,3653 Mt Diablo Blvd,Lafayette,37.8906068,-122.1277333,94549
487,487,coco-swirl-pleasant-hill,Coco Swirl,4.0,35 Crescent Dr,Pleasant Hill,37.94665,-122.06162,
488,488,surf-city-squeeze-concord,Surf City Squeeze,3.5,282 Sun Valley Mall,Concord,37.9672766,-122.0621762,94523
489,489,hello-pho-concord,Hello Pho,4.0,1701 Monument Blvd,Concord,37.95516,-122.04158,94519
490,490,harvest-house-concord,Harvest House,4.0,2395 Monument Blvd,Concord,37.96036,-122.03578,94520
491,491,i-love-teriyaki-and-sushi-concord-2,I Love Teriyaki & Sushi,3.5,1950 Salvio St,Concord,37.9762523253409,-122.037221553584,94520
492,492,cornology-walnut-creek-3,Cornology,4.5,1349 Locust St,Walnut Creek,37.8981,-122.06206,94596
493,493,saigon-bistro-concord,Saigon Bistro,3.5,1701 Willow Pass Rd,Concord,37.974103,-122.041692,94520
494,494,99-ranch-market-concord-2,99 Ranch Market,3.5,1795 Willow Pass Rd,Concord,37.974712,-122.039859,94520
495,495,double-rainbow-cafe-benicia,Double Rainbow Cafe,3.5,560 1st St,Benicia,38.04837,-122.15871,94510
496,496,blue-saigon-pittsburg,Blue Saigon,4.5,2243 Railroad Ave,Pittsburg,38.0134741,-121.8905534,94565
497,497,jollibee-concord,Jollibee,3.0,2030 Diamond Blvd,Concord,37.97341,-122.0557,94520
498,498,pho-huynh-hiep-5-kevins-noodle-house-concord,Pho Huynh Hiep 5 - Kevin's Noodle House,3.5,1833 Willow Pass Rd,Concord,37.97514,-122.03901,94520
499,499,pho-lee-hoa-phat-pleasant-hill,Pho Lee Hoa Phat,3.5,508 Contra Costa Blvd,Pleasant Hill,37.980899,-122.068382,94520
500,500,pho-huynh-hiep-6-kevins-noodle-house-walnut-creek,Pho Huynh Hiep 6 - Kevin's Noodle House,4.0,2034 N Main St,Walnut Creek,37.907985687255895,-122.06430053710899,94596
501,501,smitten-ice-cream-lafayette,Smitten Ice Cream,3.5,3545 Mt Diablo Blvd,Lafayette,37.8916207,-122.1198696,94549
502,502,aung-maylika-benicia-4,Aung Maylika,4.5,836 Southampton Rd,Benicia,38.066112359505,-122.165491386026,94569
503,503,izzyas-frozen-custard-lafayette-2,IzzyA's Frozen Custard,4.5,,Lafayette,37.89301,-122.12063,94549
504,504,yogurtland-pleasant-hill,Yogurtland,4.0,2390 Monument Blvd,Pleasant Hill,37.94483343100861,-122.056119731669,94523
505,505,golden-bakery-pittsburg,Golden Bakery,5.0,2229 Railroad Ave,Pittsburg,38.0136496,-121.8904874,94565
506,506,tutti-frutti-montclair-oakland,Tutti Frutti Montclair,4.0,2066 Mountain Blvd,Oakland,37.82616420000001,-122.2092056,94611
507,507,tangelo-frozen-yogurt-moraga,Tangelo Frozen Yogurt,4.5,384 Park St,Moraga,37.8600274754793,-122.12560322152599,94556
508,508,surf-city-squeeze-antioch,Surf City Squeeze,3.5,2556 Somersville Rd,Antioch,38.0000664,-121.8419518,94509
509,509,lv-vietnamese-pho-and-sandwiches-vallejo,LV Vietnamese Pho and Sandwiches,4.0,2621 Springs Rd,Vallejo,38.1054840087891,-122.207710266113,94591
510,510,korea-house-concord,Korea House,4.0,1835 Willow Pass Rd,Concord,37.97514,-122.03874,94520
511,511,yo-sushi-martinez,Yo Sushi,3.5,1029 Arnold Dr,Martinez,37.9969242,-122.1078972,94553
512,512,lulus-kitchen-concord,Lulu's Kitchen,4.0,1657 Willow Pass Rd,Concord,37.9728762316744,-122.043781183031,94520
513,513,pho-hoa-an-pleasant-hill,Pho Hoa An,3.0,1617 Contra Costa Blvd,Pleasant Hill,37.95448064804079,-122.060296833515,94523
514,514,saigon-bistro-restaurant-pittsburg,Saigon Bistro Restaurant,3.5,4285 Century Blvd,Pittsburg,38.0068147913603,-121.841531507671,94509
515,515,pho-lee-hoa-phat-pittsburg-5,Pho Lee Hoa Phat,3.5,140 E Leland Rd,Pittsburg,38.011477889111795,-121.889719069004,94565
516,516,viet-nam-noodle-house-antioch-4,Viet Nam Noodle House,4.0,3676 Delta Fair Blvd,Antioch,38.0040780947741,-121.844287128215,94509
517,517,little-hearty-noodle-moraga-2,Little Hearty Noodle,3.5,578 Center St,Moraga,37.8578085,-122.1258359,94556
518,518,bubble-loca-richmond,Bubble Loca,3.5,3288 Pierce St,Richmond,37.8988113,-122.3075638,94804
519,519,ten-ren-tea-co-richmond,Ten Ren Tea Co,4.0,3288 Pierce St,Richmond,37.89875430895921,-122.30745845051202,94804
520,520,tala-coffee-and-tea-el-cerrito-2,Tala Coffee & Tea,3.5,10734 San Pablo Ave,El Cerrito,37.9131379268406,-122.309712024741,94530
521,521,sharetea-san-rafael-3,Sharetea,3.5,967 Grand Ave,San Rafael,37.9717057943344,-122.518760114908,94901
522,522,tpartea-boba-drinks-and-banh-mi-san-rafael-3,TPartea Boba Drinks And Banh Mi,3.5,5800 Northgate Dr,San Rafael,38.0039492652398,-122.54388445080099,94903
523,523,sunny-day-sweet-house-richmond,Sunny Day Sweet House,3.5,3288 Pierce St,Richmond,37.89881,-122.30756,94804
524,524,aloha-pure-water-shaved-ice-san-pablo,Aloha Pure Water Shaved Ice,4.5,2300 El Portal Dr,San Pablo,37.966045,-122.343246,94806
525,525,world-wrapps-corte-madera-7,World Wrapps,4.5,208 Corte Madera Town Ctr,Corte Madera,37.9283378273249,-122.51804798841499,94925
526,526,quickly-el-cerrito,Quickly,3.0,3080 El Cerrito Plz,El Cerrito,37.9012082234262,-122.299600839615,94850
527,527,tay-tah-cafe-albany,Tay Tah Cafe,3.5,1182 Solano Ave,Albany,37.89023,-122.29626,94706
528,528,sweetheart-cafe-berkeley,Sweetheart Cafe,3.5,2523 Durant Ave,Berkeley,37.86805250000001,-122.258168,94720-1076
529,529,teaone-berkeley-berkeley,TeaOne Berkeley,3.5,2380 Telegraph Ave,Berkeley,37.86727,-122.25905,94720
530,530,quickly-kobe-bento-richmond-2,Quickly - Kobe Bento,2.0,3288 Pierce St,Richmond,37.898898,-122.307341,94804
531,531,quickly-san-rafael,Quickly,3.0,1128 4th St,San Rafael,37.9733537,-122.52893799999998,94901
532,532,sivans-cafe-hayward,Sivan's Cafe,4.5,766 A St,Hayward,37.67244,-122.08685,94541
533,533,honey-bear-smoothie-tea-and-dessert-hayward,Honey Bear Smoothie Tea & Dessert,5.0,1 Southland Mall Dr,Hayward,37.65423320000001,-122.1048419,94545
534,534,sharetea-san-ramon,Sharetea,4.0,2441 San Ramon Valley Blvd,San Ramon,37.774742126464794,-121.977684020996,94583
